province,forecast_horizon,lookback,accuracy,precision,recall,f1,roc_auc
An_Giang,7,15,0.584,0.5697674418604651,0.765625,0.6533333333333333,0.6375512295081968
An_Giang,7,10,0.56,0.5529411764705883,0.734375,0.6308724832214765,0.6411372950819672
An_Giang,7,7,0.608,0.6153846153846154,0.625,0.6201550387596899,0.6688012295081965
An_Giang,7,3,0.584,0.5833333333333334,0.65625,0.6176470588235294,0.6585553278688525
An_Giang,7,5,0.56,0.56,0.65625,0.60431654676259,0.6411372950819672
An_Giang,7,30,0.504,0.5119047619047619,0.671875,0.581081081081081,0.5532786885245902
Bac_Ninh,7,7,0.72,0.7663551401869159,0.8913043478260869,0.8241206030150754,0.5711462450592885
Bac_Ninh,7,10,0.68,0.7452830188679245,0.8586956521739131,0.797979797979798,0.5694993412384717
Bac_Ninh,7,5,0.664,0.7358490566037735,0.8478260869565217,0.7878787878787878,0.49538866930171277
Bac_Ninh,7,30,0.648,0.7142857142857143,0.8695652173913043,0.7843137254901961,0.4874835309617918
Bac_Ninh,7,3,0.656,0.7289719626168224,0.8478260869565217,0.7839195979899497,0.47002635046113306
Bac_Ninh,7,15,0.648,0.7264150943396226,0.8369565217391305,0.7777777777777778,0.5424901185770751
Ca_Mau,7,15,0.712,0.7477477477477478,0.9120879120879121,0.8217821782178217,0.539754363283775
Ca_Mau,7,30,0.656,0.7181818181818181,0.8681318681318682,0.7860696517412935,0.539754363283775
Ca_Mau,7,3,0.656,0.7222222222222222,0.8571428571428571,0.7839195979899497,0.4957983193277311
Ca_Mau,7,10,0.664,0.7378640776699029,0.8351648351648352,0.7835051546391752,0.5888817065287654
Ca_Mau,7,5,0.656,0.7352941176470589,0.8241758241758241,0.7772020725388601,0.5869424692954105
Ca_Mau,7,7,0.648,0.7326732673267327,0.8131868131868132,0.7708333333333334,0.5869424692954105
Can_Tho,7,15,0.568,0.6111111111111112,0.7432432432432432,0.6707317073170732,0.5704822469528352
Can_Tho,7,30,0.56,0.6021505376344086,0.7567567567567568,0.6706586826347305,0.5042395336512984
Can_Tho,7,10,0.552,0.6071428571428571,0.6891891891891891,0.6455696202531646,0.5182829888712241
Can_Tho,7,7,0.544,0.6049382716049383,0.6621621621621622,0.632258064516129,0.5042395336512984
Can_Tho,7,5,0.432,0.5205479452054794,0.5135135135135135,0.5170068027210885,0.4697933227344992
Can_Tho,7,3,0.44,0.5303030303030303,0.47297297297297297,0.5,0.4671436142024378
Cao_Bang,7,30,0.6,0.6513761467889908,0.8554216867469879,0.7395833333333334,0.5470453241537578
Cao_Bang,7,3,0.592,0.6666666666666666,0.7710843373493976,0.7150837988826816,0.39902467010900744
Cao_Bang,7,15,0.568,0.6526315789473685,0.7469879518072289,0.6966292134831461,0.5341365461847389
Cao_Bang,7,7,0.552,0.6363636363636364,0.7590361445783133,0.6923076923076923,0.40734366035570857
Cao_Bang,7,5,0.536,0.6262626262626263,0.7469879518072289,0.6813186813186813,0.4139414802065405
Cao_Bang,7,10,0.536,0.6404494382022472,0.6867469879518072,0.6627906976744186,0.4162363740676993
Da_Nang,7,30,0.576,0.5575221238938053,0.9545454545454546,0.7039106145251397,0.5338983050847458
Da_Nang,7,3,0.552,0.5416666666666666,0.9848484848484849,0.6989247311827957,0.5218284540318439
Da_Nang,7,5,0.544,0.5391304347826087,0.9393939393939394,0.6850828729281768,0.4512069851052902
Da_Nang,7,15,0.52,0.5263157894736842,0.9090909090909091,0.6666666666666666,0.5012840267077555
Da_Nang,7,7,0.504,0.5169491525423728,0.9242424242424242,0.6630434782608695,0.4476117103235748
Da_Nang,7,10,0.496,0.5126050420168067,0.9242424242424242,0.6594594594594595,0.4542886492039035
Dak_Lak,7,3,0.608,0.5147058823529411,0.6862745098039216,0.5882352941176471,0.6409644939056703
Dak_Lak,7,5,0.6,0.5072463768115942,0.6862745098039216,0.5833333333333334,0.6515633280339163
Dak_Lak,7,30,0.568,0.4745762711864407,0.5490196078431373,0.509090909090909,0.573661897191309
Dak_Lak,7,15,0.52,0.43661971830985913,0.6078431372549019,0.5081967213114754,0.5866454689984102
Dak_Lak,7,10,0.584,0.49056603773584906,0.5098039215686274,0.5,0.6324854266030736
Dak_Lak,7,7,0.504,0.4126984126984127,0.5098039215686274,0.45614035087719296,0.5945945945945946
Dien_Bien,7,15,0.648,0.6792452830188679,0.5714285714285714,0.6206896551724138,0.6976446492575525
Dien_Bien,7,10,0.616,0.631578947368421,0.5714285714285714,0.6,0.6779313876088069
Dien_Bien,7,7,0.56,0.5625,0.5714285714285714,0.5669291338582677,0.6067588325652842
Dien_Bien,7,30,0.592,0.6111111111111112,0.5238095238095238,0.5641025641025641,0.6902201740911419
Dien_Bien,7,5,0.544,0.546875,0.5555555555555556,0.5511811023622047,0.6187916026625704
Dien_Bien,7,3,0.544,0.5535714285714286,0.49206349206349204,0.5210084033613446,0.5576036866359446
Dong_Nai,7,7,0.696,0.64,0.8135593220338984,0.7164179104477612,0.7247046738572162
Dong_Nai,7,10,0.68,0.6376811594202898,0.7457627118644068,0.6875,0.7113507960965589
Dong_Nai,7,5,0.664,0.6231884057971014,0.7288135593220338,0.671875,0.7072419106317411
Dong_Nai,7,15,0.656,0.6176470588235294,0.711864406779661,0.6614173228346457,0.694144838212635
Dong_Nai,7,3,0.632,0.589041095890411,0.7288135593220338,0.6515151515151515,0.7031330251669234
Dong_Nai,7,30,0.568,0.5352112676056338,0.6440677966101694,0.5846153846153846,0.635079609655881
Dong_Thap,7,5,0.584,0.65625,0.5833333333333334,0.6176470588235294,0.5927672955974843
Dong_Thap,7,30,0.512,0.5632183908045977,0.6805555555555556,0.6163522012578616,0.49475890985324944
Dong_Thap,7,10,0.576,0.6461538461538462,0.5833333333333334,0.6131386861313869,0.5471698113207547
Dong_Thap,7,7,0.592,0.6779661016949152,0.5555555555555556,0.6106870229007634,0.5982704402515724
Dong_Thap,7,15,0.568,0.6363636363636364,0.5833333333333334,0.6086956521739131,0.5516247379454927
Dong_Thap,7,3,0.536,0.6060606060606061,0.5555555555555556,0.5797101449275363,0.5618448637316562
Gia_Lai,7,15,0.76,0.7073170731707317,0.6170212765957447,0.6590909090909091,0.8027823240589199
Gia_Lai,7,10,0.752,0.7,0.5957446808510638,0.6436781609195402,0.7804146208401528
Gia_Lai,7,5,0.728,0.6756756756756757,0.5319148936170213,0.5952380952380952,0.7602291325695582
Gia_Lai,7,7,0.744,0.7419354838709677,0.48936170212765956,0.5897435897435898,0.7907801418439716
Gia_Lai,7,30,0.712,0.6666666666666666,0.46808510638297873,0.55,0.7686852154937263
Gia_Lai,7,3,0.664,0.5675675675675675,0.44680851063829785,0.5,0.6715766503000545
Ha_Noi,7,3,0.704,0.7522935779816514,0.8913043478260869,0.8159203980099502,0.5665349143610013
Ha_Noi,7,15,0.68,0.7280701754385965,0.9021739130434783,0.8058252427184466,0.5200922266139658
Ha_Noi,7,10,0.688,0.7523809523809524,0.8586956521739131,0.8020304568527918,0.5612648221343874
Ha_Noi,7,7,0.664,0.7358490566037735,0.8478260869565217,0.7878787878787878,0.5088932806324111
