province,forecast_horizon,lookback,accuracy,precision,recall,f1,roc_auc
An_Giang,3,5,0.6744186046511628,0.6885245901639344,0.6461538461538462,0.6666666666666666,0.7170673076923078
An_Giang,3,7,0.6666666666666666,0.6896551724137931,0.6153846153846154,0.6504065040650406,0.7098557692307692
An_Giang,3,10,0.6511627906976745,0.6785714285714286,0.5846153846153846,0.628099173553719,0.705048076923077
An_Giang,3,3,0.6589147286821705,0.6981132075471698,0.5692307692307692,0.6271186440677966,0.684375
An_Giang,3,15,0.6666666666666666,0.72,0.5538461538461539,0.6260869565217392,0.7076923076923077
An_Giang,3,30,0.6666666666666666,0.75,0.5076923076923077,0.6055045871559633,0.669471153846154
Bac_Ninh,3,3,0.689922480620155,0.7722772277227723,0.8210526315789474,0.7959183673469388,0.5606811145510835
Bac_Ninh,3,30,0.6744186046511628,0.7572815533980582,0.8210526315789474,0.7878787878787878,0.5086687306501547
Bac_Ninh,3,15,0.6744186046511628,0.7623762376237624,0.8105263157894737,0.7857142857142857,0.5188854489164086
Bac_Ninh,3,10,0.6511627906976745,0.75,0.7894736842105263,0.7692307692307693,0.5185758513931888
Bac_Ninh,3,7,0.6356589147286822,0.7448979591836735,0.7684210526315789,0.7564766839378239,0.4972136222910217
Bac_Ninh,3,5,0.6356589147286822,0.75,0.7578947368421053,0.7539267015706806,0.48575851393188857
Ca_Mau,3,30,0.5736434108527132,0.7532467532467533,0.6170212765957447,0.6783625730994152,0.5972644376899696
Ca_Mau,3,7,0.5193798449612403,0.7222222222222222,0.5531914893617021,0.6265060240963856,0.5729483282674772
Ca_Mau,3,10,0.5271317829457365,0.746268656716418,0.5319148936170213,0.6211180124223602,0.6009118541033435
Ca_Mau,3,15,0.5271317829457365,0.7704918032786885,0.5,0.6064516129032258,0.5905775075987841
Ca_Mau,3,5,0.5116279069767442,0.746031746031746,0.5,0.5987261146496815,0.566565349544073
Ca_Mau,3,3,0.4728682170542636,0.703125,0.4787234042553192,0.569620253164557,0.5410334346504558
Can_Tho,3,30,0.5968992248062015,0.6764705882352942,0.6052631578947368,0.6388888888888888,0.6156901688182722
Can_Tho,3,10,0.5503875968992248,0.6451612903225806,0.5263157894736842,0.5797101449275363,0.5633068520357498
Can_Tho,3,15,0.5426356589147286,0.6349206349206349,0.5263157894736842,0.5755395683453237,0.5973187686196624
Can_Tho,3,3,0.5581395348837209,0.7317073170731707,0.39473684210526316,0.5128205128205128,0.5563555114200596
Can_Tho,3,7,0.4496124031007752,0.5423728813559322,0.42105263157894735,0.4740740740740741,0.5310327706057597
Can_Tho,3,5,0.5116279069767442,0.6585365853658537,0.35526315789473684,0.46153846153846156,0.548162859980139
Cao_Bang,3,30,0.6124031007751938,0.68,0.7906976744186046,0.7311827956989247,0.505137912385073
