date,province,temp_max,temp_min,temp_mean,humidity,wind_speed,cloud_cover,pressure,rain
2021-01-01,Ha_Noi,17.4,8.0,12.1,46,14.7,48,1023.4,0
2021-01-02,Ha_Noi,18.5,6.1,12.5,65,12.5,8,1019.8,0
2021-01-03,Ha_Noi,18.7,8.2,13.7,66,11.3,73,1019.7,0
2021-01-04,Ha_Noi,21.4,11.8,15.8,59,10.9,33,1018.7,0
2021-01-05,Ha_Noi,20.9,10.4,16.0,70,9.4,74,1018.2,0
2021-01-06,Ha_Noi,19.9,15.4,17.3,60,12.3,97,1017.0,0
2021-01-07,Ha_Noi,16.3,10.9,14.2,62,18.4,100,1018.4,1
2021-01-08,Ha_Noi,11.9,7.8,9.6,55,21.6,90,1024.0,1
2021-01-09,Ha_Noi,12.9,7.9,10.1,42,14.0,82,1023.1,0
2021-01-10,Ha_Noi,13.5,8.7,11.1,37,14.5,96,1022.1,0
2021-01-11,Ha_Noi,15.4,9.4,11.8,32,23.3,69,1026.8,0
2021-01-12,Ha_Noi,17.5,7.7,12.5,42,16.6,55,1024.0,0
2021-01-13,Ha_Noi,20.5,9.1,14.9,49,17.6,36,1016.6,0
2021-01-14,Ha_Noi,21.5,9.9,15.4,70,10.4,30,1014.9,0
2021-01-15,Ha_Noi,20.4,11.5,16.0,83,10.9,82,1013.1,0
2021-01-16,Ha_Noi,21.0,15.9,18.1,79,9.2,90,1013.8,1
2021-01-17,Ha_Noi,17.0,12.9,14.9,68,28.1,100,1022.9,1
2021-01-18,Ha_Noi,19.4,9.8,14.2,45,15.7,9,1022.2,0
2021-01-19,Ha_Noi,21.6,8.0,14.6,72,18.1,0,1016.4,0
2021-01-20,Ha_Noi,21.4,10.4,16.2,80,12.4,66,1014.4,0
2021-01-21,Ha_Noi,21.0,15.3,17.8,83,11.0,92,1013.5,1
2021-01-22,Ha_Noi,23.1,13.9,18.8,77,7.2,56,1013.2,0
2021-01-23,Ha_Noi,24.5,14.1,19.1,76,13.2,42,1012.3,0
2021-01-24,Ha_Noi,25.3,14.8,19.4,81,18.5,64,1011.0,0
2021-01-25,Ha_Noi,23.4,18.6,20.4,88,16.4,94,1012.4,1
2021-01-26,Ha_Noi,25.2,16.8,20.1,84,15.5,63,1013.9,1
2021-01-27,Ha_Noi,22.7,16.2,19.2,83,15.5,81,1013.7,0
2021-01-28,Ha_Noi,18.8,16.8,17.7,70,21.3,92,1019.3,1
2021-01-29,Ha_Noi,23.0,14.9,18.3,61,14.3,70,1018.6,0
2021-01-30,Ha_Noi,21.5,14.4,18.0,79,13.8,93,1017.4,1
2021-01-31,Ha_Noi,21.9,15.9,18.8,83,16.6,94,1016.8,1
2021-02-01,Ha_Noi,25.1,17.8,20.3,80,15.9,86,1015.9,0
2021-02-02,Ha_Noi,23.9,16.6,19.5,85,13.5,72,1016.5,1
2021-02-03,Ha_Noi,25.5,16.5,20.2,81,16.2,63,1017.0,0
2021-02-04,Ha_Noi,24.5,17.0,19.9,82,12.6,62,1017.5,1
2021-02-05,Ha_Noi,25.0,16.2,20.0,81,13.5,66,1016.0,1
2021-02-06,Ha_Noi,25.4,15.6,19.9,79,13.0,60,1014.7,0
2021-02-07,Ha_Noi,26.1,16.8,21.2,76,13.0,70,1013.8,0
2021-02-08,Ha_Noi,25.5,17.5,20.5,82,10.9,66,1015.0,1
2021-02-09,Ha_Noi,18.0,13.9,16.5,90,18.2,88,1015.1,1
2021-02-10,Ha_Noi,22.9,12.4,17.2,77,12.9,28,1013.9,0
2021-02-11,Ha_Noi,23.4,13.1,18.1,76,11.8,29,1014.0,0
2021-02-12,Ha_Noi,22.8,14.7,18.4,77,10.9,47,1014.9,0
2021-02-13,Ha_Noi,24.2,14.1,18.9,74,16.0,50,1014.5,0
2021-02-14,Ha_Noi,25.0,15.4,19.9,76,12.4,48,1014.1,0
2021-02-15,Ha_Noi,25.0,16.3,20.4,81,17.1,63,1011.3,1
