date,province,temp_max,temp_min,temp_mean,humidity,wind_speed,cloud_cover,pressure,rain
2024-01-01,Ha_Noi,26.9,17.3,21.6,80,17.2,49,1014.3,1
2024-01-02,Ha_Noi,27.5,19.9,22.7,82,15.1,64,1013.5,1
2024-01-03,Ha_Noi,20.2,15.4,17.8,80,24.8,91,1017.8,1
2024-01-04,Ha_Noi,23.4,16.6,19.1,65,16.9,73,1016.5,0
2024-01-05,Ha_Noi,24.5,17.1,20.1,82,14.4,74,1015.3,1
2024-01-06,Ha_Noi,25.1,19.0,21.4,84,14.0,85,1016.2,1
2024-01-07,Ha_Noi,25.0,17.5,20.9,84,16.6,74,1015.7,1
2024-01-08,Ha_Noi,26.6,19.0,22.0,82,17.6,63,1013.8,1
2024-01-09,Ha_Noi,26.6,19.5,22.3,86,13.6,73,1012.8,1
2024-01-10,Ha_Noi,22.4,18.0,19.9,91,15.1,100,1014.3,1
2024-01-11,Ha_Noi,20.1,17.1,18.4,92,11.3,100,1015.0,1
2024-01-12,Ha_Noi,19.5,17.6,18.4,93,12.3,100,1014.4,1
2024-01-13,Ha_Noi,20.0,18.0,18.9,94,9.8,100,1015.5,1
2024-01-14,Ha_Noi,23.1,17.9,19.7,90,8.9,94,1016.9,1
2024-01-15,Ha_Noi,25.4,17.6,20.8,83,16.5,44,1016.9,1
2024-01-16,Ha_Noi,22.9,18.0,19.9,88,18.9,74,1016.1,1
2024-01-17,Ha_Noi,25.5,17.9,20.6,88,16.8,65,1014.6,1
2024-01-18,Ha_Noi,26.2,18.3,21.7,85,16.4,79,1012.7,1
2024-01-19,Ha_Noi,27.1,19.6,22.6,83,19.5,76,1011.3,1
2024-01-20,Ha_Noi,26.5,17.7,21.2,86,22.7,94,1012.9,1
2024-01-21,Ha_Noi,16.9,14.9,15.9,82,16.0,100,1016.5,1
2024-01-22,Ha_Noi,14.8,8.4,11.3,83,26.6,100,1021.8,1
2024-01-23,Ha_Noi,11.2,7.2,9.2,64,18.4,99,1027.0,1
2024-01-24,Ha_Noi,11.8,8.0,9.7,56,14.2,100,1026.9,0
2024-01-25,Ha_Noi,12.6,8.6,10.5,55,12.9,100,1026.7,1
2024-01-26,Ha_Noi,13.6,10.4,11.5,62,12.1,100,1025.3,0
2024-01-27,Ha_Noi,12.4,10.2,11.1,72,12.6,100,1024.1,0
2024-01-28,Ha_Noi,13.6,10.4,12.0,73,13.4,100,1023.8,1
2024-01-29,Ha_Noi,17.1,11.4,13.7,78,10.1,96,1020.2,1
2024-01-30,Ha_Noi,19.5,13.6,16.2,81,9.7,100,1016.7,0
2024-01-31,Ha_Noi,21.3,16.4,18.5,90,9.6,100,1014.3,1
2024-02-01,Ha_Noi,25.0,19.3,21.4,89,14.1,84,1013.2,1
2024-02-02,Ha_Noi,27.9,21.0,23.2,84,21.7,88,1011.7,1
2024-02-03,Ha_Noi,26.8,21.0,22.8,88,21.5,90,1011.7,1
2024-02-04,Ha_Noi,29.5,21.4,24.5,83,18.3,70,1010.8,1
2024-02-05,Ha_Noi,24.7,20.5,22.2,87,20.4,100,1012.3,1
2024-02-06,Ha_Noi,24.4,18.8,21.4,87,17.7,100,1013.2,1
2024-02-07,Ha_Noi,17.2,13.7,15.7,82,15.8,100,1013.5,1
2024-02-08,Ha_Noi,14.5,11.1,12.8,73,15.9,100,1016.4,1
2024-02-09,Ha_Noi,16.5,11.3,13.9,65,14.8,100,1022.3,0
2024-02-10,Ha_Noi,19.3,14.5,16.6,60,13.1,88,1025.0,0
2024-02-11,Ha_Noi,22.6,12.3,17.4,64,12.0,21,1024.2,0
2024-02-12,Ha_Noi,25.4,10.6,17.7,73,22.3,16,1020.3,0
2024-02-13,Ha_Noi,25.0,15.1,19.6,83,18.8,73,1017.2,0
2024-02-14,Ha_Noi,25.1,18.9,21.4,82,21.0,94,1014.7,1
2024-02-15,Ha_Noi,25.5,18.5,21.4,84,9.4,94,1016.1,1
2024-02-16,Ha_Noi,25.0,17.4,20.4,77,17.1,79,1016.5,1
2024-02-17,Ha_Noi,25.6,16.2,20.6,84,22.1,67,1011.2,1
2024-02-18,Ha_Noi,29.6,19.2,23.3,85,19.8,80,1008.3,1
2024-02-19,Ha_Noi,30.9,20.4,24.1,86,23.4,46,1007.9,1
2024-02-20,Ha_Noi,31.5,21.6,25.3,82,25.6,31,1005.8,1
2024-02-21,Ha_Noi,32.5,22.1,26.6,79,20.6,45,1005.9,1
2024-02-22,Ha_Noi,29.8,22.5,25.3,85,20.8,88,1009.6,1
2024-02-23,Ha_Noi,23.2,14.9,19.3,74,18.3,100,1014.6,1
2024-02-24,Ha_Noi,14.8,11.9,13.4,88,13.9,100,1018.2,1
2024-02-25,Ha_Noi,15.5,11.4,13.4,81,12.6,100,1018.6,1
2024-02-26,Ha_Noi,17.5,13.4,15.1,74,12.4,100,1018.1,1
2024-02-27,Ha_Noi,15.3,11.4,13.4,74,16.5,100,1018.6,1
2024-02-28,Ha_Noi,18.9,13.3,15.5,77,9.2,100,1014.6,1
2024-02-29,Ha_Noi,17.0,13.9,15.5,79,16.6,100,1015.9,1
2024-03-01,Ha_Noi,15.6,12.4,14.0,65,16.2,100,1019.8,1
2024-03-02,Ha_Noi,18.0,12.1,14.2,64,15.6,78,1019.5,0
2024-03-03,Ha_Noi,21.7,11.6,16.5,78,17.9,80,1012.3,0
2024-03-04,Ha_Noi,29.0,17.0,21.5,82,13.0,47,1004.3,0
2024-03-05,Ha_Noi,32.3,17.4,24.0,82,10.3,27,1001.5,0
2024-03-06,Ha_Noi,26.6,19.6,22.9,72,25.0,14,1006.4,0
2024-03-07,Ha_Noi,22.8,18.0,20.4,66,15.3,98,1012.7,0
2024-03-08,Ha_Noi,21.3,18.1,19.8,71,12.4,100,1014.6,1
2024-03-09,Ha_Noi,19.1,16.8,17.8,81,9.8,100,1014.3,1
2024-03-10,Ha_Noi,19.3,16.1,17.4,85,11.8,100,1016.0,1
2024-03-11,Ha_Noi,24.6,16.5,19.6,74,17.4,56,1017.4,1
2024-03-12,Ha_Noi,24.5,14.6,19.7,81,17.8,48,1014.4,0
2024-03-13,Ha_Noi,23.9,18.4,21.0,86,12.9,100,1011.7,1
2024-03-14,Ha_Noi,23.5,20.1,21.2,92,12.3,100,1011.1,1
2024-03-15,Ha_Noi,24.9,20.1,22.3,91,12.8,95,1010.5,1
2024-03-16,Ha_Noi,26.4,22.1,23.5,91,18.4,100,1011.5,1
2024-03-17,Ha_Noi,26.0,21.8,23.4,92,16.2,100,1011.1,1
2024-03-18,Ha_Noi,26.3,21.6,23.6,91,14.8,100,1010.6,1
2024-03-19,Ha_Noi,23.0,18.1,19.9,81,25.5,100,1017.2,1
2024-03-20,Ha_Noi,21.4,16.0,18.8,76,9.8,87,1019.7,1
2024-03-21,Ha_Noi,26.5,15.1,20.0,77,19.6,41,1012.8,0
2024-03-22,Ha_Noi,27.4,18.0,22.2,86,19.1,72,1006.1,1
2024-03-23,Ha_Noi,31.2,21.6,25.1,85,22.0,56,1004.5,1
2024-03-24,Ha_Noi,31.4,21.8,25.5,86,22.7,36,1006.9,1
2024-03-25,Ha_Noi,29.9,22.2,25.4,89,16.6,68,1009.0,1
2024-03-26,Ha_Noi,29.9,22.6,25.6,85,21.7,90,1012.7,1
2024-03-27,Ha_Noi,28.1,22.4,24.8,88,18.7,99,1012.0,1
2024-03-28,Ha_Noi,28.8,22.9,24.2,90,15.0,97,1010.3,1
2024-03-29,Ha_Noi,27.5,21.5,23.9,88,13.8,77,1010.6,1
2024-03-30,Ha_Noi,31.0,21.1,25.2,86,18.1,47,1007.9,1
2024-03-31,Ha_Noi,32.0,21.8,26.9,84,16.2,63,1004.5,0
2024-04-01,Ha_Noi,35.0,22.8,28.4,78,18.7,56,1000.8,0
2024-04-02,Ha_Noi,35.2,23.2,28.5,75,18.3,9,999.5,0
2024-04-03,Ha_Noi,35.4,22.6,28.6,78,17.9,2,1000.7,0
2024-04-04,Ha_Noi,34.4,23.6,28.4,80,17.1,1,1001.7,0
2024-04-05,Ha_Noi,28.5,25.1,26.6,85,19.7,93,1004.9,0
2024-04-06,Ha_Noi,28.5,24.5,26.2,83,18.4,100,1006.3,1
2024-04-07,Ha_Noi,27.8,23.6,25.6,86,17.1,98,1005.5,1
2024-04-08,Ha_Noi,24.9,21.0,23.3,84,20.2,100,1009.5,1
2024-04-09,Ha_Noi,26.1,21.8,23.6,82,11.3,100,1012.2,1
2024-04-10,Ha_Noi,27.4,21.6,24.2,85,13.8,92,1011.7,1
2024-04-11,Ha_Noi,28.5,22.5,25.3,89,16.4,92,1010.8,1
2024-04-12,Ha_Noi,30.4,24.3,26.7,84,20.5,86,1008.8,1
2024-04-13,Ha_Noi,30.5,24.7,26.9,85,20.3,75,1006.0,1
2024-04-14,Ha_Noi,32.0,23.8,27.0,86,18.5,72,1005.8,1
2024-04-15,Ha_Noi,32.0,24.4,27.3,84,20.9,90,1006.9,1
2024-04-16,Ha_Noi,31.5,24.5,27.3,83,22.8,60,1005.0,1
2024-04-17,Ha_Noi,32.5,24.6,27.7,83,18.2,71,1003.6,1
2024-04-18,Ha_Noi,33.2,24.5,27.8,83,20.0,61,1002.0,1
2024-04-19,Ha_Noi,34.2,25.2,29.1,81,23.3,63,998.9,1
2024-04-20,Ha_Noi,34.2,26.8,29.9,74,21.8,38,998.5,1
2024-04-21,Ha_Noi,31.3,25.6,28.0,80,25.7,55,1001.5,1
2024-04-22,Ha_Noi,30.5,24.4,26.8,83,15.5,76,1003.4,1
2024-04-23,Ha_Noi,30.5,25.4,27.0,86,20.3,81,1003.9,1
2024-04-24,Ha_Noi,29.4,24.0,26.7,87,17.3,77,1004.4,1
2024-04-25,Ha_Noi,34.6,24.8,29.2,82,17.4,45,1000.6,1
2024-04-26,Ha_Noi,36.2,24.8,30.6,78,16.4,8,998.1,0
2024-04-27,Ha_Noi,40.2,26.1,32.3,62,20.4,1,996.8,0
2024-04-28,Ha_Noi,37.0,25.5,30.7,73,17.3,1,999.2,0
2024-04-29,Ha_Noi,37.5,26.2,31.7,71,22.3,18,998.8,0
2024-04-30,Ha_Noi,38.8,29.5,33.0,63,29.2,10,996.4,0
2024-05-01,Ha_Noi,30.5,25.2,27.5,75,24.6,97,1002.9,1
2024-05-02,Ha_Noi,29.1,22.8,25.7,84,15.1,100,1005.6,1
2024-05-03,Ha_Noi,30.4,23.9,26.7,88,20.1,88,1004.9,1
2024-05-04,Ha_Noi,33.9,25.5,28.8,83,16.2,37,1002.0,1
2024-05-05,Ha_Noi,28.3,24.5,26.1,81,16.4,89,1005.8,1
2024-05-06,Ha_Noi,28.4,23.9,25.9,88,14.1,90,1008.2,1
